Postcode,A,B,C,D,E,F,G,H
DG3 4BE,0,0,0,0,1,0,0,0
DG3 4BG,3,2,1,0,0,0,0,0
DG3 4BH,0,0,0,0,2,1,0,0
DG3 4BJ,3,5,6,7,0,2,0,0
DG3 4BL,0,4,5,2,4,0,0,0
DG3 4BN,0,0,1,2,0,0,0,0
DG3 4BP,1,2,14,5,1,0,0,0
DG3 4BQ,0,0,1,1,2,1,0,0
DG3 4BS,2,32,0,0,0,0,10,0
DG3 4BT,2,0,0,0,0,0,0,0
DG3 4BU,2,1,0,0,0,0,0,0
DG3 4BW,0,1,0,0,0,0,0,0
DG3 4BX,0,8,0,0,0,0,0,0
DG3 4BY,7,4,2,0,0,0,0,0
DG3 4BZ,2,0,4,4,1,3,0,0
DG3 4DA,10,0,0,0,0,0,0,0
DG3 4DB,0,0,0,0,0,1,0,0
DG3 4DD,2,4,4,2,1,0,1,0
DG3 4DE,0,8,7,2,10,2,4,0
DG3 4DF,0,0,5,1,1,1,1,0
DG3 4DG,0,2,0,0,0,0,0,0
DG3 4DH,0,2,1,0,4,1,1,0
DG3 4DJ,0,1,2,1,1,1,2,0
DG3 4JL,0,35,1,0,0,0,0,0
DG3 4JN,4,34,0,0,0,0,1,0
DG3 4JS,2,0,0,2,0,0,0,0
DG3 4JT,0,2,0,0,0,2,0,0
DG3 4JU,0,0,0,1,0,0,0,0
DG3 4JW,8,20,2,0,0,0,11,0
DG3 4JX,0,0,0,0,0,1,1,0
DG3 4JY,0,0,0,0,0,2,2,0
DG3 4JZ,0,3,2,2,4,0,1,0
DG3 4LA,0,1,0,1,2,3,2,0
DG3 4LB,0,0,0,0,0,0,1,0
DG3 4LD,0,3,3,0,1,0,0,0
DG3 4LE,0,0,3,2,2,4,1,0
DG3 4LF,0,1,3,2,2,0,1,0
DG3 4LN,0,14,0,0,0,0,1,0
DG3 4LP,0,1,1,2,5,0,2,0
DG3 4LR,0,0,0,0,0,1,0,0
DG3 4LU,0,1,1,1,0,0,1,0
DG3 4LX,1,9,0,6,3,3,4,0
DG3 4LZ,0,2,2,0,0,0,0,0
DG3 4NB,0,0,2,1,2,0,0,0
DG3 4ND,0,0,1,1,1,1,0,0
DG3 4NE,0,0,0,2,0,1,0,0
DG3 4NF,0,0,1,1,1,0,1,0
DG3 4NG,0,0,1,1,0,1,1,0
DG3 4NH,0,0,2,1,0,3,0,0
DG3 4NJ,0,1,3,0,1,0,0,0
DG3 4NL,0,0,1,1,0,0,0,0
DG3 4NN,0,0,1,1,0,0,0,0
DG3 4NQ,0,0,1,0,1,0,0,0
DG3 4NW,0,0,0,1,1,0,0,0
DG3 5AA,0,0,0,0,0,4,2,0
DG3 5AB,0,3,0,0,1,1,1,0
DG3 5AD,0,0,1,1,0,0,1,0
DG3 5AE,0,0,1,0,0,0,0,0
DG3 5AF,0,0,1,0,0,0,0,0
DG3 5AG,0,0,0,0,0,2,1,0
DG3 5AH,0,13,17,0,0,0,0,0
DG3 5AJ,0,5,1,0,2,1,1,0
DG3 5AL,0,12,0,0,0,0,0,0
DG3 5AN,0,15,1,0,0,0,1,0
DG3 5AP,0,1,0,1,0,0,1,0
DG3 5AQ,0,0,1,0,5,9,2,0
DG3 5AR,0,4,0,0,2,0,0,0
DG3 5AS,0,0,0,0,0,5,2,0
DG3 5AT,0,0,0,0,0,1,0,0
DG3 5AU,0,0,0,1,0,1,0,0
DG3 5AW,0,32,0,0,0,0,0,0
DG3 5AX,0,0,1,0,0,0,0,0
DG3 5AY,3,9,15,4,6,2,0,0
DG3 5AZ,0,0,0,0,0,0,3,0
DG3 5BA,0,9,3,1,1,0,3,0
DG3 5BB,0,0,0,0,2,5,0,0
DG3 5BD,0,1,1,2,0,0,1,0
DG3 5BE,0,1,2,1,3,2,0,0
DG3 5BF,0,0,0,0,0,0,0,0
DG3 5BG,0,0,0,0,1,1,0,0
DG3 5BH,0,0,2,1,0,1,0,0
DG3 5BJ,0,2,2,5,2,0,4,0
DG3 5BL,0,1,0,0,1,0,0,0
DG3 5BN,1,6,1,3,1,0,0,0
DG3 5BP,0,1,2,0,0,0,0,0
DG3 5BQ,0,1,0,2,2,0,0,0
DG3 5BS,0,0,0,0,1,0,0,0
DG3 5BT,0,0,0,1,1,0,1,0
DG3 5BU,0,0,1,1,0,0,0,0
DG3 5BW,1,1,1,2,1,0,0,0
DG3 5BX,0,0,0,0,2,0,0,0
DG3 5BY,0,0,1,2,1,0,0,0
DG3 5BZ,1,1,1,0,1,0,0,0
DG3 5DA,0,0,0,0,2,0,0,0
DG3 5DB,0,0,0,0,1,2,3,0
DG3 5DD,0,0,0,0,0,16,16,0
DG3 5DH,0,0,1,0,0,0,0,0
DG3 5DJ,0,1,0,0,1,0,0,0
DG3 5DL,0,0,0,1,0,0,0,0
DG3 5DN,0,0,2,0,0,0,0,0
DG3 5DP,0,0,0,0,0,0,1,0
DG3 5DR,0,0,0,4,5,4,1,0
DG3 5DS,0,0,0,0,0,0,0,0
DG3 5DT,0,0,0,1,10,5,2,0
DG3 5DW,0,0,1,0,1,2,0,0
DG3 5DX,10,1,3,6,0,3,0,0
DG3 5DY,3,13,2,4,1,4,1,0
DG3 5DZ,0,1,0,0,2,0,1,0
DG3 5EA,0,0,2,3,10,9,7,0
DG3 5EB,0,0,1,0,0,0,0,0
DG3 5ED,0,0,0,0,0,1,0,0
DG3 5EE,0,0,2,0,0,0,0,0
DG3 5EF,0,0,0,0,0,1,0,0
DG3 5EG,0,2,0,0,0,0,0,0
DG3 5EH,0,1,0,1,1,1,0,0
DG3 5EJ,0,1,1,1,1,1,0,0
DG3 5EL,0,3,1,1,0,0,0,0
DG3 5EN,2,2,2,0,1,0,0,0
DG3 5EQ,0,3,0,4,1,0,0,0
DG3 5ER,0,0,0,0,0,5,4,0
DG3 5EW,0,0,0,0,0,1,0,0
DG3 5EX,0,0,0,0,1,0,0,0
DG3 5EY,0,2,0,2,1,2,0,0
DG3 5EZ,0,1,0,1,0,2,1,0
DG3 5HA,0,2,0,0,1,0,0,0
DG3 5HB,0,8,0,0,0,0,0,0
DG3 5HD,0,1,2,2,1,7,0,0
DG3 5HE,0,4,0,0,0,0,0,0
DG3 5HG,0,2,2,2,1,0,0,0
DG3 5HH,1,0,0,1,1,0,0,0
DG3 5HJ,0,0,4,3,4,5,0,0
DG3 5HL,0,2,0,0,1,1,0,0
DG3 5HN,0,0,0,0,0,0,1,0
DG3 5HP,0,0,2,1,2,1,2,0
DG3 5HQ,0,0,1,1,0,0,0,0
DG3 5HR,0,2,14,5,1,0,2,0
DG3 5HT,1,1,3,3,2,0,0,0
DG3 5HU,0,10,0,0,0,1,0,0
DG3 5HW,0,0,0,0,0,2,1,0
DG3 5HX,0,14,0,0,1,0,12,0
DG3 5HY,4,20,4,0,0,0,0,0
DG3 5HZ,0,9,1,0,0,0,0,0
DG3 5JA,0,2,18,1,1,0,0,0
DG3 5JD,0,0,1,1,4,1,0,0
DG3 5JE,0,0,2,0,1,0,0,0
DG3 5JF,0,0,0,0,1,0,1,0
DG3 5JG,1,0,0,0,0,0,0,0
DG3 5JH,0,2,3,4,3,4,1,0
DG3 5JJ,0,2,0,0,1,0,2,0
DG3 5JL,0,1,1,0,5,2,0,0
DG3 5JP,0,1,6,6,4,12,4,0
DG3 5JQ,0,1,1,3,2,0,0,0
DG3 5JR,0,4,0,0,0,0,0,0
DG3 5JS,0,0,0,0,1,1,3,0
DG3 5JT,0,0,0,1,0,2,0,0
DG3 5JU,0,1,1,2,2,0,0,0
DG3 5JW,0,0,0,1,0,1,0,0
DG3 5JX,0,0,0,3,1,1,0,0
DG3 5JY,1,0,0,0,2,1,0,0
DG3 5JZ,0,1,1,0,1,0,0,0
DG3 5LA,0,0,0,0,0,2,0,0
DG3 5LH,0,0,0,0,0,0,0,0
DG3 5LJ,3,2,2,2,1,0,0,0
DG3 5LL,5,14,8,2,2,0,1,0
DG3 5LN,1,0,0,0,0,1,1,0
DG3 5LP,1,6,16,7,1,0,2,0
DG3 5LS,2,1,1,1,0,0,0,0
DG3 5LU,2,5,3,3,1,1,0,0
DG3 5LW,0,0,0,0,1,1,0,0
DG3 5LX,1,0,0,0,0,0,0,0
DG3 5LY,8,4,1,6,7,0,5,0
DG3 5LZ,3,3,2,5,5,0,0,0
DG3 5NA,0,0,0,1,1,0,0,0
DG3 5NB,0,0,0,1,13,8,11,0
DG3 5ND,1,8,2,5,1,0,0,0
DG3 5NE,0,0,0,0,0,0,0,0
DG3 5NF,5,4,2,6,2,0,0,0
DG3 5NG,7,0,1,0,0,0,0,0
DG3 5NH,2,6,7,7,2,0,4,0
DG3 5NJ,2,9,1,2,0,0,2,0
DG3 5NL,2,2,10,1,0,1,0,0
DG3 5NN,0,0,7,0,0,0,0,0
DG3 5NP,0,0,1,1,0,0,0,0
DG3 5NQ,20,4,0,0,0,0,1,0
DG3 5NR,0,23,1,0,0,0,18,0
DG3 5NS,0,19,5,0,2,0,0,0
DG3 5NT,0,18,8,0,0,0,0,0
DG3 5NU,2,4,0,0,0,0,0,0
DG3 5NW,1,5,6,1,1,0,0,0
DG3 5NX,0,8,0,0,0,1,7,0
DG3 5NY,4,10,0,0,0,0,0,0
DG3 5NZ,2,2,0,0,0,0,0,0
DG3 5PA,0,6,0,0,0,0,0,0
DG3 5PB,24,1,0,0,0,0,0,0
DG3 5PD,0,2,0,0,0,0,0,0
DG3 5PG,0,0,0,0,0,0,0,0
DG3 5PJ,0,0,10,8,1,1,2,0
DG3 5PL,0,0,7,5,0,0,0,0
DG3 5WA,0,0,0,0,0,0,0,0
DG3 5WX,0,0,0,0,0,0,0,0
DG4 6AA,10,13,9,0,0,0,0,0
DG4 6AB,6,11,8,2,0,0,1,0
DG4 6AD,12,2,0,0,0,0,0,0
DG4 6AE,26,2,0,0,0,0,9,0
DG4 6AF,14,0,0,0,0,0,0,0
DG4 6AG,18,4,0,0,0,0,0,0
DG4 6AH,0,17,1,0,0,0,1,0
DG4 6AJ,16,18,0,0,0,0,0,0
DG4 6AL,24,0,0,0,0,0,0,0
DG4 6AN,0,24,0,0,0,0,1,0
DG4 6AP,20,0,0,0,0,0,0,0
DG4 6AQ,16,35,0,0,0,0,11,0
DG4 6AR,18,8,0,0,0,0,0,0
DG4 6AS,26,0,0,0,0,0,0,0
DG4 6AT,19,7,0,0,0,0,0,0
DG4 6AU,16,8,0,0,0,0,0,0
DG4 6AW,24,0,0,0,0,0,0,0
DG4 6AX,0,0,0,2,2,0,0,0
DG4 6AY,0,7,6,0,0,0,1,0
DG4 6AZ,22,8,0,0,0,0,2,0
DG4 6BA,15,31,0,0,0,0,0,0
DG4 6BB,0,11,1,0,0,0,0,0
DG4 6BD,8,1,1,0,0,0,0,0
DG4 6BF,0,0,0,0,1,1,0,0
DG4 6BG,28,1,0,0,0,0,0,0
DG4 6BH,25,0,0,0,0,0,0,0
DG4 6BJ,0,0,0,0,3,3,0,0
DG4 6BL,1,3,1,1,0,0,2,0
DG4 6BN,0,0,3,0,0,0,0,0
DG4 6BP,0,0,0,0,4,0,2,0
DG4 6BQ,0,0,0,0,0,0,0,0
DG4 6BS,0,5,0,20,3,1,0,0
DG4 6BT,0,0,0,0,0,0,1,0
DG4 6BU,2,7,0,0,0,0,1,0
DG4 6BW,4,5,3,2,2,0,0,0
DG4 6BX,3,1,5,0,1,0,1,0
DG4 6BY,2,6,3,1,1,0,0,0
DG4 6BZ,0,7,0,4,8,0,0,0
DG4 6DA,0,0,1,1,0,0,0,0
DG4 6DB,0,2,2,0,1,0,2,0
DG4 6DE,0,0,0,0,0,0,0,0
DG4 6DF,0,5,0,2,0,0,1,0
DG4 6DG,0,1,2,0,0,0,4,0
DG4 6DH,0,3,7,4,4,1,8,0
DG4 6DJ,6,2,2,1,0,0,0,0
DG4 6DL,26,1,1,0,1,2,0,0
DG4 6DN,0,2,0,0,0,1,0,0
DG4 6DP,2,0,0,0,0,0,0,0
DG4 6DQ,7,1,1,0,0,0,0,0
DG4 6DR,0,0,0,0,0,0,0,0
DG4 6DS,0,1,0,0,0,0,1,0
DG4 6DT,5,2,4,4,0,0,0,0
DG4 6DU,10,2,0,0,0,0,0,0
DG4 6DW,23,6,1,0,0,0,1,0
DG4 6DX,0,3,1,0,1,0,0,0
DG4 6DY,1,0,0,0,0,0,4,0
DG4 6DZ,8,4,2,4,0,0,0,0
DG4 6EB,2,1,0,0,0,0,0,0
DG4 6EF,1,2,0,1,0,0,0,0
DG4 6EH,1,0,0,0,0,0,0,0
DG4 6EL,0,0,0,0,0,0,0,0
DG4 6EN,0,1,0,0,0,0,0,0
DG4 6EP,0,0,2,1,1,1,0,0
DG4 6ER,0,1,0,0,2,1,0,0
DG4 6ES,0,1,1,0,0,0,0,0
DG4 6ET,1,7,5,4,3,1,0,0
DG4 6EU,0,2,0,2,0,0,0,0
DG4 6EW,0,1,1,0,0,0,0,0
DG4 6EX,0,0,0,2,0,0,0,0
DG4 6EY,0,0,0,2,1,0,0,0
DG4 6EZ,1,0,0,0,0,0,0,0
DG4 6HA,1,0,0,1,0,0,0,0
DG4 6HB,2,0,2,1,0,0,0,0
DG4 6HD,0,0,1,0,1,0,0,0
DG4 6HE,2,0,0,0,0,0,0,0
DG4 6HL,0,0,1,0,0,0,0,0
DG4 6HN,1,0,2,2,0,0,0,0
DG4 6HR,5,0,0,0,0,0,0,0
DG4 6HS,1,7,6,10,4,3,1,0
DG4 6HT,1,0,2,1,0,0,0,0
DG4 6HU,0,0,0,1,0,0,0,0
DG4 6HW,0,0,2,0,1,0,0,0
DG4 6HX,1,2,1,0,0,0,0,0
DG4 6HY,0,2,0,1,0,0,0,0
DG4 6HZ,1,0,0,0,0,1,0,0
DG4 6JA,0,0,1,0,0,0,0,0
DG4 6JB,1,0,0,0,0,1,0,0
DG4 6JD,0,0,0,1,1,1,0,0
DG4 6JJ,0,0,0,1,0,0,0,0
DG4 6JL,0,0,0,0,0,0,1,0
DG4 6JN,0,0,0,1,1,0,1,0
DG4 6JP,2,5,0,2,0,0,0,0
DG4 6JS,1,8,0,2,1,0,0,0
DG4 6JT,1,2,0,0,1,0,0,0
DG4 6JU,0,0,0,0,1,0,0,0
DG4 6JW,1,0,0,2,0,1,0,0
DG4 6JX,2,1,0,0,0,1,0,0
DG4 6JY,1,0,1,0,0,0,1,0
DG4 6JZ,0,4,1,2,6,1,0,0
DG4 6LA,1,0,0,1,1,1,0,0
DG4 6LB,1,1,0,3,1,1,0,0
DG4 6LD,0,2,0,3,1,1,2,0
DG4 6LE,0,2,1,2,1,2,0,0
DG4 6LF,0,4,2,0,0,0,0,0
DG4 6LG,1,0,2,0,0,2,1,0
DG4 6LJ,1,0,0,0,0,0,0,0
DG4 6LL,0,0,6,15,0,0,0,0
DG4 6LQ,1,0,1,0,0,0,0,0
DG4 6LS,12,0,0,0,0,0,0,0
DG4 6LU,4,0,0,2,0,1,0,0
DG4 6LX,22,2,0,0,0,0,1,0
DG4 6LY,0,7,2,0,0,1,1,0
DG4 6LZ,12,0,0,0,0,0,0,0
DG4 6NA,1,4,0,0,0,0,0,0
DG4 6NB,19,10,5,0,0,0,0,0
DG4 6ND,0,0,0,0,0,0,2,0
DG4 6NE,9,9,4,2,1,0,0,0
DG4 6NJ,1,3,2,4,1,0,2,0
DG4 6NL,1,0,0,1,1,0,0,0
DG4 6NN,4,2,2,1,0,0,0,0
DG4 6NP,1,0,0,1,1,0,0,0
DG4 6NQ,2,6,0,0,0,0,4,0
DG4 6NR,4,4,0,1,0,1,0,0
DG4 6NS,2,0,0,2,1,0,0,0
DG4 6NU,0,0,0,1,0,0,0,0
DG4 6NW,0,0,0,1,0,0,0,0
DG4 6NX,0,3,0,1,0,0,0,0
DG4 6NY,2,1,1,0,2,0,0,0
DG4 6PH,45,24,0,0,0,0,0,0
DG4 6PL,10,2,0,0,0,0,0,0
DG4 6PN,0,0,5,18,2,0,0,0
DG4 6PW,0,3,1,0,0,0,0,0
DG4 6PZ,0,14,0,0,0,0,2,0
DG4 6QA,0,29,0,0,0,0,0,0
DG4 6QB,0,6,0,0,0,0,1,0
DG4 6QH,16,6,0,0,0,0,0,0
DG4 6QJ,0,4,1,0,2,0,7,0
DG4 6QL,0,11,1,0,0,0,0,0
DG4 6QN,0,27,2,0,0,0,0,0
DG4 6QP,0,38,0,0,0,0,0,0
DG4 6QQ,0,27,0,0,0,0,0,0
DG4 6QR,0,26,0,1,0,0,0,0
DG4 6QS,0,44,0,0,0,0,0,0
DG4 6QT,0,10,0,0,0,0,0,0
DG4 6QU,0,0,0,0,0,0,14,0
DG4 6QW,0,25,0,0,0,0,0,0
DG4 6QX,5,3,0,0,0,0,0,0
DG4 6QY,16,0,0,0,0,0,0,0
DG4 6QZ,12,8,0,0,0,0,0,0
DG4 6RA,0,20,0,0,0,0,0,0
DG4 6RB,0,34,1,1,0,0,0,0
DG4 6RP,0,6,0,0,0,0,2,0
DG4 6RR,0,6,1,0,0,0,0,0
DG4 6RS,0,24,0,0,0,0,0,0
DG4 6RT,4,11,0,0,0,0,9,0
DG4 6RX,8,2,0,0,0,0,0,0
DG4 6RY,0,0,0,0,0,0,0,0
DG4 6RZ,0,8,0,0,0,0,0,0
DG4 6SA,0,2,0,0,0,0,14,0
DG4 6SB,0,12,0,0,0,0,7,0
DG4 6SD,0,4,0,0,0,0,0,0
DG4 6SE,15,21,0,0,0,0,0,0
DG4 6SG,0,20,0,0,0,0,0,0
DG4 6SH,0,2,0,0,0,0,0,0
DG4 6SJ,0,2,0,0,0,0,0,0
DG4 6SL,27,11,0,0,0,0,0,0
DG4 6SN,16,6,0,0,0,0,24,0
DG4 6SR,37,19,0,0,0,0,0,0
DG4 6SS,10,2,0,0,0,0,0,0
DG4 6ST,14,4,0,0,0,0,0,0
DG4 6SU,24,0,0,0,0,0,7,0
DG4 6SX,16,14,0,0,0,0,4,0
DG4 6WW,0,0,0,0,0,0,0,0
DG5 4AA,7,8,2,0,0,0,0,0
DG5 4AB,0,0,0,0,0,0,0,0
DG5 4AD,1,2,4,2,0,0,0,0
DG5 4AE,6,7,0,3,5,1,5,0
DG5 4AF,0,0,0,3,0,0,0,0
DG5 4AG,0,3,2,0,1,0,0,0
DG5 4AH,2,0,0,0,0,0,0,0
DG5 4AJ,0,0,0,0,0,0,0,0
DG5 4AL,0,0,0,0,1,0,0,0
DG5 4AN,0,2,7,14,6,1,2,0
DG5 4AP,0,0,0,0,0,0,0,0
DG5 4AQ,0,7,9,7,2,0,1,0
DG5 4AR,0,2,0,8,13,6,2,0
DG5 4AS,18,0,0,0,0,0,0,0
DG5 4AT,0,0,0,2,0,0,0,0
DG5 4AU,8,0,0,0,0,0,0,0
DG5 4AW,0,15,1,0,1,0,4,0
DG5 4AX,0,11,7,9,2,2,1,0
DG5 4AY,0,0,0,0,0,0,0,0
DG5 4AZ,6,1,2,2,2,2,0,0
DG5 4BA,0,33,9,0,0,0,0,0
DG5 4BB,6,0,0,0,0,0,0,0
DG5 4BE,6,15,14,4,1,0,1,0
DG5 4BF,24,10,0,0,0,1,0,0
DG5 4BG,0,0,0,1,0,0,6,0
DG5 4BH,0,16,0,0,0,0,0,0
DG5 4BJ,0,5,0,0,0,0,0,0
DG5 4BN,0,0,0,1,2,0,0,0
DG5 4BP,0,0,0,1,3,1,0,0
DG5 4BQ,9,1,0,0,0,0,0,0
DG5 4BS,0,0,4,3,0,0,0,0
DG5 4BT,15,4,8,4,2,0,0,0
DG5 4BU,2,4,3,1,1,0,0,0
DG5 4BW,0,0,0,4,2,1,0,0
DG5 4BX,6,26,0,0,0,0,0,0
DG5 4BY,1,7,2,1,0,0,0,0
DG5 4BZ,20,22,10,0,0,0,10,0
DG5 4DA,0,32,0,0,0,0,13,0
DG5 4DB,8,50,0,0,0,0,0,0
DG5 4DD,0,29,13,0,0,0,0,0
DG5 4DE,0,0,17,28,0,0,0,0
DG5 4DF,0,0,0,0,1,2,0,0
DG5 4DG,6,18,1,0,0,0,0,0
DG5 4DH,0,8,0,0,0,0,0,0
DG5 4DJ,11,16,12,0,0,0,1,0
DG5 4DL,0,0,1,7,0,0,0,0
DG5 4DN,0,3,0,0,0,0,0,0
DG5 4DP,0,0,1,1,0,0,0,0
DG5 4DQ,8,26,0,0,0,0,0,0
DG5 4DR,0,0,2,0,0,0,0,0
DG5 4DS,4,0,0,3,4,0,2,0
DG5 4DT,0,2,2,1,4,1,0,0
DG5 4DU,0,0,5,3,0,0,0,0
DG5 4DW,2,18,11,1,0,0,0,0
DG5 4DX,0,0,0,0,1,5,0,0
DG5 4DY,0,3,1,1,1,0,0,0
DG5 4DZ,0,2,3,3,0,1,0,0
DG5 4EA,0,0,6,0,0,0,0,0
DG5 4EB,16,34,0,1,0,0,0,0
DG5 4ED,0,19,1,0,0,0,1,0
DG5 4EE,1,5,4,2,3,0,0,0
DG5 4EF,12,0,0,0,0,0,0,0
DG5 4EG,0,8,0,0,0,0,1,0
DG5 4EH,13,9,0,0,0,0,0,0
DG5 4EJ,2,2,1,3,7,5,4,0
DG5 4EL,0,5,4,1,0,0,0,0
DG5 4EN,13,15,5,2,5,0,3,0
DG5 4EP,0,17,0,0,0,0,0,0
DG5 4EQ,0,1,0,0,2,1,0,0
DG5 4ER,0,0,3,0,0,0,0,0
DG5 4ES,0,6,2,0,0,0,0,0
DG5 4ET,2,28,0,0,1,0,0,0
DG5 4EU,3,10,5,3,0,1,1,0
DG5 4EW,6,6,2,4,3,1,0,0
DG5 4EX,2,6,3,5,0,0,2,0
DG5 4EY,0,12,1,0,0,0,0,0
DG5 4EZ,0,9,0,0,0,0,0,0
DG5 4FA,0,10,10,0,0,0,0,0
DG5 4FB,12,1,0,0,0,0,0,0
DG5 4GA,0,0,0,0,0,1,0,0
DG5 4GH,0,0,0,0,0,1,1,0
DG5 4GY,0,0,0,0,0,1,1,0
DG5 4GZ,0,0,0,0,0,0,3,0
DG5 4HA,1,1,3,0,0,0,0,0
DG5 4HB,4,4,2,0,0,0,0,0
DG5 4HD,0,0,1,0,0,0,0,0
DG5 4HE,1,7,4,4,5,3,2,0
DG5 4HF,0,1,0,2,0,0,0,0
DG5 4HG,0,0,0,8,0,0,0,0
DG5 4HH,2,1,1,4,0,1,2,0
DG5 4HJ,0,3,4,2,1,0,0,0
DG5 4HL,0,5,1,1,1,0,0,0
DG5 4HN,1,6,4,1,4,0,0,0
DG5 4HP,0,2,3,1,0,0,0,0
DG5 4HQ,0,6,8,2,0,0,0,0
DG5 4HR,0,0,0,0,0,0,0,0
DG5 4HS,2,5,1,3,1,1,0,0
DG5 4HT,0,0,0,2,2,6,7,0
DG5 4HU,0,1,9,0,0,0,0,0
DG5 4HW,0,0,0,10,6,3,0,0
DG5 4HX,0,0,0,0,0,0,5,0
DG5 4HY,0,0,0,0,4,1,5,0
DG5 4HZ,0,0,0,0,0,0,0,0
DG5 4JA,0,6,3,2,1,0,0,0
DG5 4JB,2,1,5,4,7,7,1,0
DG5 4JD,0,0,0,1,3,4,5,0
DG5 4JE,0,0,0,0,0,0,0,0
DG5 4JF,0,6,0,0,0,0,0,0
DG5 4JG,0,24,0,0,0,1,0,0
DG5 4JH,0,8,3,1,0,0,0,0
DG5 4JJ,0,0,3,4,2,0,1,0
DG5 4JL,10,6,0,0,0,0,0,0
DG5 4JN,0,0,0,2,4,0,0,0
DG5 4JP,0,9,18,2,3,2,2,0
DG5 4JR,0,0,1,0,0,1,0,0
DG5 4JS,0,12,11,3,2,0,1,0
DG5 4JT,0,0,0,1,0,0,0,0
DG5 4JU,0,1,0,0,0,0,0,0
DG5 4JW,0,0,1,1,0,0,7,0
DG5 4JX,0,2,0,0,0,0,1,0
DG5 4JY,0,0,0,12,17,0,0,0
DG5 4JZ,0,0,1,11,17,3,1,0
DG5 4LA,0,0,0,2,5,1,0,0
DG5 4LB,0,0,0,0,0,2,4,0
DG5 4LD,0,0,0,7,11,1,0,0
DG5 4LE,0,0,0,1,0,1,0,0
DG5 4LF,0,0,0,1,0,0,0,0
DG5 4LG,0,1,0,0,0,0,0,0
DG5 4LH,0,0,0,0,5,17,11,0
DG5 4LJ,1,0,1,1,3,1,9,0
DG5 4LL,0,0,0,0,2,10,13,0
DG5 4LN,1,2,0,5,7,5,2,0
DG5 4LP,0,0,0,2,1,2,1,0
DG5 4LQ,5,2,0,0,7,9,1,0
DG5 4LR,0,0,0,2,7,7,0,0
DG5 4LS,0,0,0,2,19,11,1,0
DG5 4LT,0,2,0,0,2,0,1,0
DG5 4LU,0,0,0,1,0,0,0,0
DG5 4LW,0,0,1,0,3,3,14,0
DG5 4LX,0,1,0,0,4,0,0,0
DG5 4LY,0,0,0,0,2,3,0,0
DG5 4LZ,0,0,0,0,0,0,0,0
DG5 4NA,0,0,0,0,1,0,0,0
DG5 4NB,0,6,2,0,0,0,0,0
DG5 4ND,0,11,5,0,0,0,0,0
DG5 4NE,0,0,1,2,0,1,0,0
DG5 4NF,0,2,4,3,2,0,0,0
DG5 4NH,0,1,3,4,2,1,1,0
DG5 4NJ,0,0,3,0,1,1,0,0
DG5 4NL,0,1,0,1,1,0,0,0
DG5 4NN,0,0,2,0,1,0,0,0
DG5 4NP,0,0,0,1,2,0,0,0
DG5 4NQ,2,0,4,2,1,0,1,0
DG5 4NR,0,1,1,1,3,1,0,0
DG5 4NS,0,0,1,2,0,0,1,0
DG5 4NU,0,0,2,23,1,0,2,0
DG5 4NW,0,0,0,3,1,1,0,0
DG5 4NX,24,0,0,0,0,0,0,0
DG5 4NY,0,0,0,0,0,0,0,0
DG5 4NZ,1,0,3,2,1,4,5,0
DG5 4PA,0,0,0,2,2,0,1,0
DG5 4PB,0,0,0,0,0,0,1,0
DG5 4PD,0,0,2,2,1,1,0,0
DG5 4PE,0,0,0,2,0,0,0,0
DG5 4PF,2,0,0,1,3,2,0,0
DG5 4PG,2,4,0,2,3,0,0,0
DG5 4PH,0,0,0,3,4,0,0,0
DG5 4PJ,0,0,0,1,2,0,0,0
DG5 4PL,0,0,4,2,0,4,1,0
DG5 4PN,0,0,5,3,1,0,0,0
DG5 4PP,25,0,0,0,0,0,0,0
DG5 4PQ,0,0,0,0,1,0,0,0
DG5 4PR,0,0,0,0,12,4,3,0
DG5 4PT,0,0,0,0,0,0,0,0
DG5 4PU,0,0,3,3,1,3,1,0
DG5 4PW,8,0,22,0,0,0,0,0
DG5 4PX,0,0,4,1,2,0,2,0
DG5 4PY,0,0,0,0,0,2,1,0
DG5 4PZ,0,2,2,2,3,9,12,0
DG5 4QA,0,0,3,3,10,9,3,0
DG5 4QB,0,0,0,3,0,2,0,0
DG5 4QD,0,2,0,0,9,5,11,0
DG5 4QE,0,1,0,7,6,3,1,0
DG5 4QF,0,0,0,2,3,4,10,0
DG5 4QG,2,1,1,0,4,3,5,0
DG5 4QH,0,0,1,0,1,4,8,0
DG5 4QJ,0,2,4,2,6,4,3,0
DG5 4QL,1,0,0,4,6,1,4,0
DG5 4QN,0,0,0,1,0,0,1,0
DG5 4QP,0,0,0,0,1,1,0,0
DG5 4QQ,0,0,0,3,4,4,6,0
DG5 4QR,0,0,0,8,0,2,0,0
DG5 4QS,0,2,0,8,5,4,3,0
DG5 4QT,2,0,2,0,3,11,14,0
DG5 4QU,0,0,0,3,2,3,2,0
DG5 4QW,0,2,1,0,0,0,0,0
DG5 4QX,0,0,0,1,0,1,0,0
DG5 4QZ,0,1,1,1,0,0,0,0
DG5 4RA,0,0,0,6,9,10,1,0
DG5 4RB,0,0,0,2,8,5,1,0
DG5 4RD,0,0,0,11,2,0,0,0
DG5 4RE,12,16,10,0,0,0,0,0
DG5 4RF,0,2,4,0,0,0,0,0
DG5 4RG,0,0,0,4,2,3,0,0
DG5 4RH,0,0,0,0,0,0,0,0
