Postcode,Datazone2011,Datazone Population (2011),IZ2011 Code,IZ2011 Name,Local Authority Code,Local Authority Name,Community Health Partnership (CHP) Code,Community Health Partnership (CHP) Name,Health Board (HB) Code,Health Board (HB) Name,Locality,LHP Code
DG6 4XD,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XE,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XF,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XG,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XH,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XJ,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XL,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XN,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XP,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XQ,S01007530,906,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XR,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XS,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XT,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XU,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XW,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XX,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4XY,S01007530,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4YH,S01007529,998,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4YJ,S01007528,646,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG6 4YL,S01007528,646,S02001414,Kirkcudbright,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AA,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AB,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AD,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AE,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AF,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AG,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AH,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AJ,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AL,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AN,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AP,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AQ,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AR,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AT,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AU,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AX,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AY,S01007534,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1AZ,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BA,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BB,S01007534,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BD,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BE,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BG,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BH,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BJ,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BL,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BN,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BP,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BQ,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BS,S01007534,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BT,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BU,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BW,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BX,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BY,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1BZ,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DA,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DB,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DD,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DE,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DG,S01007534,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DH,S01007534,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DJ,S01007534,721,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DL,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DN,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DQ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DS,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DT,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DU,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DW,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DX,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1DZ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EA,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EB,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1ED,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EE,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EF,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EG,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EH,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EJ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EL,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EN,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EP,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EQ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1ER,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1ES,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1ET,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EU,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EW,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EX,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EY,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1EZ,S01007537,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1FB,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1FD,S01007535,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1GA,S01007534,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1GB,S01007535,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1GD,S01007537,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1GE,S01007535,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1GF,S01007535,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HA,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HB,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HD,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HE,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HF,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HG,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HH,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HJ,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HL,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HN,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HP,S01007537,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HQ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HR,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HS,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HU,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HX,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HY,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1HZ,S01007535,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JA,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JF,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JG,S01007536,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JH,S01007536,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JJ,S01007536,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JL,S01007536,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JN,S01007536,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JP,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JQ,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JT,S01007535,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JU,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JX,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JY,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1JZ,S01007536,714,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LA,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LB,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LD,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LE,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LG,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LH,S01007534,948,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LJ,S01007535,1146,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LL,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LN,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LQ,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LU,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LW,S01007535,849,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LX,S01007535,1146,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1LZ,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NA,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NB,S01007537,776,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NF,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NG,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NH,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NJ,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NL,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NN,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NP,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
DG7 1NQ,S01007538,1028,S02001415,Castle Douglas,170,Dumfries & Galloway,S03000005,Dumfries & Galloway Community Health Partnership,S08000003,Dumfries & Galloway,Stewartry,10
